CODE;OBJECT NAME ENG;OBJECT NAME ESP;OBJECT_TYPE_ENG;OBJECT_TYPE_ESP;CONSTELLATION_ENG;CONSTELLATION_ESP
NGC7091;;;HII Region;Región HIII;Eridanus;Erídano
NGC7092;Messier 39;Messier 39;Open Cluster;Cumulo abierto;Cygnus;Cisne
NGC7093;;;Variable Star;Estrella variable;Caelum;Cincel
NGC7094;;;Emission Nebula;Nebula de emisión;Camelopardalis;Jirafa
NGC7095;;;Reflection Nebula;Nebula de reflexión;Caelum;Cincel
NGC7096;;;Globular Cluster;Cumulo globar;Pyxis;Brújula
NGC7097;;;Reflection Nebula;Nebula de reflexión;Perseus;Perseo
NGC7098;;;Star;Estrella;Mensa;Mesa
NGC7099;Messier 30;Messier 30;Globular Cluster;Cumulo globar;Capricornus;Capricornio
NGC71;;;Irregular Galaxy;Galaxia irregular;Chamaeleon;Camaleón
NGC710;;;Galaxy Group;Grupo Galaxtico;Lupus;Lobo
NGC7100;;;Variable Star;Estrella variable;Ara;Altar
NGC7101;;;Variable Star;Estrella variable;Sagitta;Flecha
NGC7102;;;Elliptical Galaxy;Galaxia eliptica;Antlia;Antlia
NGC7103;;;Open Cluster;Cumulo abierto;Triangulum;Triángulo
NGC7104;;;Spiral Galaxy;Galaxia espiral;Canes Venatici;Lebreles
NGC7105;;;HII Region;Región HIII;Piscis Austrinus;Pez Austral
NGC7106;;;Elliptical Galaxy;Galaxia eliptica;Lyra;Lira
NGC7107;;;Asterism;Asterismo;Horologium;Reloj
NGC7108;;;Elliptical Galaxy;Galaxia eliptica;Crux;Cruz del Sur
NGC7109;;;Reflection Nebula;Nebula de reflexión;Aquarius;Acuario
NGC711;;;Globular Cluster;Cumulo globar;Lacerta;Lagarto
NGC7110;;;Elliptical Galaxy;Galaxia eliptica;Vulpecula;Zorrilla
NGC7111;;;Planetary Nebula;Nebulosa planetaria;Circinus;Compás
NGC7112;;;Spiral Galaxy;Galaxia espiral;Taurus;Tauro
NGC7113;;;Supernova Remnant;Remanente de supernova;Telescopium;Telescopio
NGC7114;;;Quasar;Quasar;Sextans;Sextante
NGC7115;;;Supernova Remnant;Remanente de supernova;Ophiuchus;Ofiuco
NGC7116;;;Quasar;Quasar;Carina;Quilla
NGC7117;;;Quasar;Quasar;Pegasus;Pegaso
NGC7118;;;Variable Star;Estrella variable;Crater;Copa
NGC7119;;;Spiral Galaxy;Galaxia espiral;Capricornus;Capricornio
NGC712;;;Dark Nebula;Nebulosa oscura;Sagittarius;Sagitario
NGC7120;;;Reflection Nebula;Nebula de reflexión;Aries;Aries
NGC7121;;;Star;Estrella;Cassiopeia;Casiopea
NGC7122;;;Galaxy Group;Grupo Galaxtico;Centaurus;Centauro
NGC7123;;;Galaxy Group;Grupo Galaxtico;Ara;Altar
NGC7124;;;White Dwarf;Enana blanca;Pyxis;Brújula
NGC7125;;;Reflection Nebula;Nebula de reflexión;Corona Borealis;Corona Boreal
NGC7126;;;Reflection Nebula;Nebula de reflexión;Pegasus;Pegaso
NGC7127;;;Irregular Galaxy;Galaxia irregular;Norma;Escuadra
NGC7128;;;Planetary Nebula;Nebulosa planetaria;Coma Berenices;Cabellera de Berenice
NGC7129;;;HII Region;Región HIII;Lyra;Lira
NGC713;;;White Dwarf;Enana blanca;Cassiopeia;Casiopea
NGC7130;;;Elliptical Galaxy;Galaxia eliptica;Cepheus;Cefeo
NGC7131;;;Open Cluster;Cumulo abierto;Eridanus;Erídano
NGC7132;;;Supernova Remnant;Remanente de supernova;Pyxis;Brújula
NGC7133;;;Double Star;Estrella doble;Equuleus;Caballito
NGC7134;;;Galaxy;Galaxia;Cetus;Ballena
NGC7135;;;Star;Estrella;Equuleus;Caballito
NGC7136;;;Galaxy;Galaxia;Canis Minor;Can Menor
NGC7137;;;Galaxy Group;Grupo Galaxtico;Hydrus;Hidra Macho
NGC7138;;;Spiral Galaxy;Galaxia espiral;Ophiuchus;Ofiuco
NGC7139;;;Galaxy Group;Grupo Galaxtico;Puppis;Popa
NGC714;;;Open Cluster;Cumulo abierto;Ursa Minor;Osa Menor
NGC7140;;;Open Cluster;Cumulo abierto;Lepus;Liebre
NGC7141;;;Asterism;Asterismo;Pavo;Pavo Real
NGC7142;;;Irregular Galaxy;Galaxia irregular;Cancer;Cáncer
NGC7143;;;Elliptical Galaxy;Galaxia eliptica;Centaurus;Centauro
NGC7144;;;HII Region;Región HIII;Grus;Grulla
NGC7145;;;Star;Estrella;Norma;Escuadra
NGC7146;;;Double Star;Estrella doble;Circinus;Compás
NGC7147;;;HII Region;Región HIII;Leo Minor;León Menor
NGC7148;;;Supernova Remnant;Remanente de supernova;Taurus;Tauro
NGC7149;;;Galaxy Group;Grupo Galaxtico;Auriga;Cochero
NGC715;;;Star;Estrella;Volans;Pez Volador
NGC7150;;;Spiral Galaxy;Galaxia espiral;Phoenix;Fénix
NGC7151;;;Quasar;Quasar;Corona Borealis;Corona Boreal
NGC7152;;;Reflection Nebula;Nebula de reflexión;Triangulum;Triángulo
NGC7153;;;Double Star;Estrella doble;Apus;Ave del Paraíso
NGC7154;;;Galaxy Group;Grupo Galaxtico;Auriga;Cochero
NGC7155;;;Reflection Nebula;Nebula de reflexión;Reticulum;Retículo
NGC7156;;;Elliptical Galaxy;Galaxia eliptica;Corvus;Cuervo
NGC7157;;;Globular Cluster;Cumulo globar;Cepheus;Cefeo
NGC7158;;;Supernova Remnant;Remanente de supernova;Equuleus;Caballito
NGC7159;;;Reflection Nebula;Nebula de reflexión;Canis Minor;Can Menor
NGC716;;;Spiral Galaxy;Galaxia espiral;Corvus;Cuervo
NGC7160;;;White Dwarf;Enana blanca;Pyxis;Brújula
NGC7161;;;Variable Star;Estrella variable;Octans;Octante
NGC7162;;;Star;Estrella;Cetus;Ballena
NGC7163;;;Emission Nebula;Nebula de emisión;Tucana;Tucán
NGC7164;;;Asterism;Asterismo;Capricornus;Capricornio
NGC7165;;;White Dwarf;Enana blanca;Antlia;Antlia
NGC7166;;;Quasar;Quasar;Pyxis;Brújula
NGC7167;;;Dark Nebula;Nebulosa oscura;Reticulum;Retículo
NGC7168;;;Emission Nebula;Nebula de emisión;Perseus;Perseo
NGC7169;;;Variable Star;Estrella variable;Indus;Indio
NGC717;;;Reflection Nebula;Nebula de reflexión;Tucana;Tucán
NGC7170;;;Quasar;Quasar;Cygnus;Cisne
NGC7171;;;Elliptical Galaxy;Galaxia eliptica;Crux;Cruz del Sur
NGC7172;;;Asterism;Asterismo;Sagittarius;Sagitario
NGC7173;;;White Dwarf;Enana blanca;Lynx;Lince
NGC7174;;;Asterism;Asterismo;Canis Minor;Can Menor
NGC7175;;;Supernova Remnant;Remanente de supernova;Horologium;Reloj
NGC7176;;;Star;Estrella;Mensa;Mesa
NGC7177;;;Emission Nebula;Nebula de emisión;Coma Berenices;Cabellera de Berenice
NGC7178;;;Double Star;Estrella doble;Caelum;Cincel
NGC7179;;;Galaxy Group;Grupo Galaxtico;Horologium;Reloj
NGC718;;;Planetary Nebula;Nebulosa planetaria;Scorpius;Escorpión
NGC7180;;;Dark Nebula;Nebulosa oscura;Circinus;Compás
NGC7181;;;Spiral Galaxy;Galaxia espiral;Indus;Indio
NGC7182;;;Red Giant;Gigante roja;Ara;Altar
NGC7183;;;Galaxy Group;Grupo Galaxtico;Phoenix;Fénix
NGC7184;;;Variable Star;Estrella variable;Coma Berenices;Cabellera de Berenice
NGC7185;;;Globular Cluster;Cumulo globar;Vulpecula;Zorrilla
NGC7186;;;Open Cluster;Cumulo abierto;Sagittarius;Sagitario
NGC7187;;;Globular Cluster;Cumulo globar;Pavo;Pavo Real
NGC7188;;;Dark Nebula;Nebulosa oscura;Microscopium;Microscopio
NGC7189;;;Reflection Nebula;Nebula de reflexión;Circinus;Compás
NGC719;;;Galaxy Group;Grupo Galaxtico;Telescopium;Telescopio
NGC7190;;;Planetary Nebula;Nebulosa planetaria;Ara;Altar
NGC7191;;;Elliptical Galaxy;Galaxia eliptica;Eridanus;Erídano
NGC7192;;;Galaxy Group;Grupo Galaxtico;Columba;Paloma
NGC7193;;;Emission Nebula;Nebula de emisión;Serpens;Serpiente
NGC7194;;;Galaxy;Galaxia;Corvus;Cuervo
NGC7195;;;Reflection Nebula;Nebula de reflexión;Chamaeleon;Camaleón
NGC7196;;;White Dwarf;Enana blanca;Apus;Ave del Paraíso
NGC7197;;;Reflection Nebula;Nebula de reflexión;Aquila;Águila
NGC7198;;;Supernova Remnant;Remanente de supernova;Caelum;Cincel
NGC7199;;;Irregular Galaxy;Galaxia irregular;Andromeda;Andrómeda
NGC72;;;Planetary Nebula;Nebulosa planetaria;Crater;Copa
NGC720;;;Emission Nebula;Nebula de emisión;Sagitta;Flecha
NGC7200;;;Globular Cluster;Cumulo globar;Coma Berenices;Cabellera de Berenice
NGC7201;;;Reflection Nebula;Nebula de reflexión;Serpens;Serpiente
NGC7202;;;Spiral Galaxy;Galaxia espiral;Scorpius;Escorpión
NGC7203;;;Star;Estrella;Centaurus;Centauro
NGC7204;;;Emission Nebula;Nebula de emisión;Piscis Austrinus;Pez Austral
NGC7205;;;Galaxy Group;Grupo Galaxtico;Delphinus;Delfín
NGC7206;;;Open Cluster;Cumulo abierto;Chamaeleon;Camaleón
NGC7207;;;Double Star;Estrella doble;Scorpius;Escorpión
NGC7208;;;Globular Cluster;Cumulo globar;Fornax;Horno
NGC7209;;;White Dwarf;Enana blanca;Octans;Octante
NGC721;;;Supernova Remnant;Remanente de supernova;Hydrus;Hidra Macho
NGC7210;;;HII Region;Región HIII;Piscis Austrinus;Pez Austral
NGC7211;;;Planetary Nebula;Nebulosa planetaria;Draco;Dragón
NGC7212;;;Variable Star;Estrella variable;Hydrus;Hidra Macho
NGC7213;;;Open Cluster;Cumulo abierto;Carina;Quilla
NGC7214;;;Emission Nebula;Nebula de emisión;Canis Major;Can Mayor
NGC7215;;;Asterism;Asterismo;Eridanus;Erídano
NGC7216;;;Emission Nebula;Nebula de emisión;Canes Venatici;Lebreles
NGC7217;;;HII Region;Región HIII;Hydra;Hidra
NGC7218;;;Variable Star;Estrella variable;Coma Berenices;Cabellera de Berenice
NGC7219;;;Spiral Galaxy;Galaxia espiral;Norma;Escuadra
NGC722;;;Star;Estrella;Cassiopeia;Casiopea
NGC7220;;;Dark Nebula;Nebulosa oscura;Coma Berenices;Cabellera de Berenice
NGC7221;;;Double Star;Estrella doble;Corvus;Cuervo
NGC7222;;;Dark Nebula;Nebulosa oscura;Canis Minor;Can Menor
NGC7223;;;Spiral Galaxy;Galaxia espiral;Libra;Libra
NGC7224;;;Elliptical Galaxy;Galaxia eliptica;Triangulum;Triángulo
NGC7225;;;Star;Estrella;Carina;Quilla
NGC7226;;;Reflection Nebula;Nebula de reflexión;Horologium;Reloj
NGC7227;;;Globular Cluster;Cumulo globar;Carina;Quilla
NGC7228;;;Red Giant;Gigante roja;Musca;Mosca
NGC7229;;;Planetary Nebula;Nebulosa planetaria;Vulpecula;Zorrilla
NGC723;;;Double Star;Estrella doble;Ophiuchus;Ofiuco
NGC7230;;;Emission Nebula;Nebula de emisión;Indus;Indio
NGC7231;;;Emission Nebula;Nebula de emisión;Cassiopeia;Casiopea
NGC7232;;;Dark Nebula;Nebulosa oscura;Scorpius;Escorpión
NGC7233;;;Red Giant;Gigante roja;Octans;Octante
NGC7234;;;Spiral Galaxy;Galaxia espiral;Pisces;Piscis
NGC7235;;;Elliptical Galaxy;Galaxia eliptica;Perseus;Perseo
NGC7236;;;Supernova Remnant;Remanente de supernova;Coma Berenices;Cabellera de Berenice
NGC7237;;;White Dwarf;Enana blanca;Libra;Libra
NGC7238;;;Spiral Galaxy;Galaxia espiral;Lynx;Lince
NGC7239;;;Quasar;Quasar;Camelopardalis;Jirafa
NGC724;;;Planetary Nebula;Nebulosa planetaria;Piscis Austrinus;Pez Austral
NGC7240;;;Spiral Galaxy;Galaxia espiral;Horologium;Reloj
NGC7241;;;Star;Estrella;Pictor;Pintor
NGC7242;;;Galaxy Group;Grupo Galaxtico;Sextans;Sextante
NGC7243;;;Elliptical Galaxy;Galaxia eliptica;Camelopardalis;Jirafa
NGC7244;;;Emission Nebula;Nebula de emisión;Puppis;Popa
NGC7245;;;Red Giant;Gigante roja;Ara;Altar
NGC7246;;;Open Cluster;Cumulo abierto;Norma;Escuadra
NGC7247;;;Emission Nebula;Nebula de emisión;Aries;Aries
NGC7248;;;Double Star;Estrella doble;Monoceros;Unicornio
NGC7249;;;Galaxy Group;Grupo Galaxtico;Pisces;Piscis
NGC725;;;Double Star;Estrella doble;Ursa Major;Osa Mayor
NGC7250;;;Supernova Remnant;Remanente de supernova;Corona Australis;Corona Austral
NGC7251;;;White Dwarf;Enana blanca;Reticulum;Retículo
NGC7252;;;Open Cluster;Cumulo abierto;Pyxis;Brújula
NGC7253;;;Galaxy;Galaxia;Crux;Cruz del Sur
NGC7254;;;Reflection Nebula;Nebula de reflexión;Lyra;Lira
NGC7255;;;Dark Nebula;Nebulosa oscura;Puppis;Popa
NGC7256;;;Variable Star;Estrella variable;Sagitta;Flecha
NGC7257;;;Supernova Remnant;Remanente de supernova;Corvus;Cuervo
NGC7258;;;Dark Nebula;Nebulosa oscura;Sculptor;Escultor
NGC7259;;;Variable Star;Estrella variable;Taurus;Tauro
NGC726;;;Irregular Galaxy;Galaxia irregular;Aquarius;Acuario
NGC7260;;;Dark Nebula;Nebulosa oscura;Libra;Libra
NGC7261;;;Galaxy;Galaxia;Pictor;Pintor
NGC7262;;;Variable Star;Estrella variable;Aquarius;Acuario
NGC7263;;;Double Star;Estrella doble;Columba;Paloma
NGC7264;;;White Dwarf;Enana blanca;Pavo;Pavo Real
NGC7265;;;Variable Star;Estrella variable;Tucana;Tucán
NGC7266;;;Red Giant;Gigante roja;Hydra;Hidra
NGC7267;;;Star;Estrella;Equuleus;Caballito
NGC7268;;;Quasar;Quasar;Grus;Grulla
NGC7269;;;Red Giant;Gigante roja;Andromeda;Andrómeda
NGC727;;;Spiral Galaxy;Galaxia espiral;Sculptor;Escultor
NGC7270;;;Galaxy Group;Grupo Galaxtico;Delphinus;Delfín
NGC7271;;;Variable Star;Estrella variable;Leo;León
NGC7272;;;Reflection Nebula;Nebula de reflexión;Virgo;Virgo
NGC7273;;;Supernova Remnant;Remanente de supernova;Volans;Pez Volador
NGC7274;;;Galaxy;Galaxia;Eridanus;Erídano
NGC7275;;;Irregular Galaxy;Galaxia irregular;Musca;Mosca
NGC7276;;;Asterism;Asterismo;Taurus;Tauro
NGC7277;;;Reflection Nebula;Nebula de reflexión;Triangulum;Triángulo
NGC7278;;;Variable Star;Estrella variable;Octans;Octante
NGC7279;;;Quasar;Quasar;Fornax;Horno
NGC728;;;Spiral Galaxy;Galaxia espiral;Apus;Ave del Paraíso
NGC7280;;;HII Region;Región HIII;Octans;Octante
NGC7281;;;Quasar;Quasar;Aries;Aries
NGC7282;;;Irregular Galaxy;Galaxia irregular;Delphinus;Delfín
NGC7283;;;White Dwarf;Enana blanca;Scorpius;Escorpión
NGC7284;;;HII Region;Región HIII;Eridanus;Erídano
NGC7285;;;Globular Cluster;Cumulo globar;Musca;Mosca
NGC7286;;;Supernova Remnant;Remanente de supernova;Sagitta;Flecha
NGC7287;;;Spiral Galaxy;Galaxia espiral;Cepheus;Cefeo
NGC7288;;;Irregular Galaxy;Galaxia irregular;Leo;León
NGC7289;;;Elliptical Galaxy;Galaxia eliptica;Corona Borealis;Corona Boreal
NGC729;;;Spiral Galaxy;Galaxia espiral;Triangulum Australe;Triángulo Austral
NGC7290;;;Emission Nebula;Nebula de emisión;Sculptor;Escultor
NGC7291;;;Reflection Nebula;Nebula de reflexión;Hercules;Hércules
NGC7292;;;Red Giant;Gigante roja;Musca;Mosca
NGC7293;Helix Nebula;Nebulosa de la Hélice;Planetary Nebula;Nebulosa planetaria;Aquarius;Acuario
NGC7294;;;Quasar;Quasar;Eridanus;Erídano
NGC7295;;;HII Region;Región HIII;Pavo;Pavo Real
NGC7296;;;Emission Nebula;Nebula de emisión;Lacerta;Lagarto
NGC7297;;;Irregular Galaxy;Galaxia irregular;Scutum;Escudo
NGC7298;;;HII Region;Región HIII;Coma Berenices;Cabellera de Berenice
NGC7299;;;Quasar;Quasar;Sagittarius;Sagitario
NGC73;;;HII Region;Región HIII;Scutum;Escudo
NGC730;;;Variable Star;Estrella variable;Sculptor;Escultor
NGC7300;;;Emission Nebula;Nebula de emisión;Corona Australis;Corona Austral
NGC7301;;;Galaxy Group;Grupo Galaxtico;Ophiuchus;Ofiuco
NGC7302;;;White Dwarf;Enana blanca;Centaurus;Centauro
NGC7303;;;Galaxy Group;Grupo Galaxtico;Virgo;Virgo
NGC7304;;;Irregular Galaxy;Galaxia irregular;Perseus;Perseo
NGC7305;;;Supernova Remnant;Remanente de supernova;Perseus;Perseo
NGC7306;;;Double Star;Estrella doble;Vela;Velas
NGC7307;;;White Dwarf;Enana blanca;Antlia;Antlia
NGC7308;;;Asterism;Asterismo;Apus;Ave del Paraíso
NGC7309;;;White Dwarf;Enana blanca;Sextans;Sextante
NGC731;;;HII Region;Región HIII;Lupus;Lobo
NGC7310;;;HII Region;Región HIII;Cetus;Ballena
NGC7311;;;Galaxy;Galaxia;Mensa;Mesa
NGC7312;;;Globular Cluster;Cumulo globar;Draco;Dragón
NGC7313;;;Galaxy Group;Grupo Galaxtico;Canis Major;Can Mayor
NGC7314;;;Dark Nebula;Nebulosa oscura;Crater;Copa
NGC7315;;;Galaxy;Galaxia;Lacerta;Lagarto
NGC7316;;;Supernova Remnant;Remanente de supernova;Cetus;Ballena
NGC7317;;;Asterism;Asterismo;Crux;Cruz del Sur
NGC7318;;;Galaxy;Galaxia;Triangulum Australe;Triángulo Austral
NGC7319;;;Galaxy;Galaxia;Hercules;Hércules
NGC732;;;Emission Nebula;Nebula de emisión;Microscopium;Microscopio
NGC7320;;;Dark Nebula;Nebulosa oscura;Canis Major;Can Mayor
NGC7321;;;White Dwarf;Enana blanca;Virgo;Virgo
NGC7322;;;Asterism;Asterismo;Ursa Major;Osa Mayor
NGC7323;;;Red Giant;Gigante roja;Vela;Velas
NGC7324;;;Spiral Galaxy;Galaxia espiral;Serpens;Serpiente
NGC7325;;;Irregular Galaxy;Galaxia irregular;Sculptor;Escultor
NGC7326;;;Elliptical Galaxy;Galaxia eliptica;Serpens;Serpiente
NGC7327;;;HII Region;Región HIII;Caelum;Cincel
NGC7328;;;Double Star;Estrella doble;Antlia;Antlia
NGC7329;;;Variable Star;Estrella variable;Canis Minor;Can Menor
NGC733;;;HII Region;Región HIII;Fornax;Horno
NGC7330;;;Dark Nebula;Nebulosa oscura;Andromeda;Andrómeda
NGC7331;;;Red Giant;Gigante roja;Phoenix;Fénix
NGC7332;;;Planetary Nebula;Nebulosa planetaria;Sextans;Sextante
NGC7333;;;Open Cluster;Cumulo abierto;Hercules;Hércules
NGC7334;;;Galaxy;Galaxia;Leo Minor;León Menor
NGC7335;;;Double Star;Estrella doble;Octans;Octante
NGC7336;;;HII Region;Región HIII;Pegasus;Pegaso
NGC7337;;;Asterism;Asterismo;Tucana;Tucán
NGC7338;;;Emission Nebula;Nebula de emisión;Crater;Copa
NGC7339;;;Double Star;Estrella doble;Pisces;Piscis
NGC734;;;Double Star;Estrella doble;Gemini;Géminis
NGC7340;;;White Dwarf;Enana blanca;Triangulum;Triángulo
NGC7341;;;Star;Estrella;Aquila;Águila
NGC7342;;;Reflection Nebula;Nebula de reflexión;Virgo;Virgo
NGC7343;;;Dark Nebula;Nebulosa oscura;Musca;Mosca
NGC7344;;;Emission Nebula;Nebula de emisión;Microscopium;Microscopio
NGC7345;;;Elliptical Galaxy;Galaxia eliptica;Cetus;Ballena
NGC7346;;;HII Region;Región HIII;Andromeda;Andrómeda
NGC7347;;;Elliptical Galaxy;Galaxia eliptica;Cassiopeia;Casiopea
NGC7348;;;Elliptical Galaxy;Galaxia eliptica;Cassiopeia;Casiopea
NGC7349;;;Star;Estrella;Canes Venatici;Lebreles
NGC735;;;Elliptical Galaxy;Galaxia eliptica;Vulpecula;Zorrilla
NGC7350;;;Quasar;Quasar;Grus;Grulla
NGC7351;;;Variable Star;Estrella variable;Hydrus;Hidra Macho
NGC7352;;;Asterism;Asterismo;Lacerta;Lagarto
NGC7353;;;Variable Star;Estrella variable;Ursa Minor;Osa Menor
NGC7354;;;White Dwarf;Enana blanca;Pictor;Pintor
NGC7355;;;Asterism;Asterismo;Canis Minor;Can Menor
NGC7356;;;Irregular Galaxy;Galaxia irregular;Sagitta;Flecha
NGC7357;;;HII Region;Región HIII;Draco;Dragón
NGC7358;;;Globular Cluster;Cumulo globar;Fornax;Horno
NGC7359;;;Double Star;Estrella doble;Reticulum;Retículo
NGC736;;;Variable Star;Estrella variable;Leo Minor;León Menor
NGC7360;;;Irregular Galaxy;Galaxia irregular;Cancer;Cáncer
NGC7361;;;Galaxy;Galaxia;Aquila;Águila
NGC7362;;;Emission Nebula;Nebula de emisión;Fornax;Horno
NGC7363;;;Elliptical Galaxy;Galaxia eliptica;Volans;Pez Volador
NGC7364;;;Irregular Galaxy;Galaxia irregular;Bootes;Boyero
NGC7365;;;Star;Estrella;Aries;Aries
NGC7366;;;Open Cluster;Cumulo abierto;Lepus;Liebre
NGC7367;;;Variable Star;Estrella variable;Orion;Orión
NGC7368;;;Galaxy;Galaxia;Leo;León
NGC7369;;;Planetary Nebula;Nebulosa planetaria;Ursa Major;Osa Mayor
NGC737;;;Irregular Galaxy;Galaxia irregular;Hydrus;Hidra Macho
NGC7370;;;Elliptical Galaxy;Galaxia eliptica;Tucana;Tucán
NGC7371;;;Emission Nebula;Nebula de emisión;Leo Minor;León Menor
NGC7372;;;Elliptical Galaxy;Galaxia eliptica;Eridanus;Erídano
NGC7373;;;Globular Cluster;Cumulo globar;Scorpius;Escorpión
NGC7374;;;Globular Cluster;Cumulo globar;Sculptor;Escultor
NGC7375;;;White Dwarf;Enana blanca;Caelum;Cincel
NGC7376;;;Supernova Remnant;Remanente de supernova;Camelopardalis;Jirafa
NGC7377;;;Star;Estrella;Lupus;Lobo
NGC7378;;;Asterism;Asterismo;Hydra;Hidra
NGC7379;;;Spiral Galaxy;Galaxia espiral;Canis Major;Can Mayor
NGC738;;;Irregular Galaxy;Galaxia irregular;Delphinus;Delfín
NGC7380;Wizard Nebula;Nebulosa del Mago;Emission Nebula;Nebula de emisión;Cepheus;Cefeo
NGC7381;;;Variable Star;Estrella variable;Orion;Orión
NGC7382;;;Galaxy;Galaxia;Sagitta;Flecha
NGC7383;;;Star;Estrella;Chamaeleon;Camaleón
NGC7384;;;Star;Estrella;Aquarius;Acuario
NGC7385;;;Planetary Nebula;Nebulosa planetaria;Draco;Dragón
NGC7386;;;Galaxy;Galaxia;Indus;Indio
NGC7387;;;Variable Star;Estrella variable;Pegasus;Pegaso
NGC7388;;;Red Giant;Gigante roja;Serpens;Serpiente
NGC7389;;;Reflection Nebula;Nebula de reflexión;Dorado;Dorado
NGC739;;;Red Giant;Gigante roja;Libra;Libra
NGC7390;;;Star;Estrella;Pictor;Pintor
NGC7391;;;Globular Cluster;Cumulo globar;Chamaeleon;Camaleón
NGC7392;;;Red Giant;Gigante roja;Puppis;Popa
NGC7393;;;Quasar;Quasar;Coma Berenices;Cabellera de Berenice
NGC7394;;;Reflection Nebula;Nebula de reflexión;Phoenix;Fénix
NGC7395;;;Supernova Remnant;Remanente de supernova;Ara;Altar
NGC7396;;;Galaxy;Galaxia;Vulpecula;Zorrilla
NGC7397;;;Spiral Galaxy;Galaxia espiral;Vulpecula;Zorrilla
NGC7398;;;Asterism;Asterismo;Canes Venatici;Lebreles
NGC7399;;;Variable Star;Estrella variable;Libra;Libra
NGC74;;;HII Region;Región HIII;Corona Borealis;Corona Boreal
NGC740;;;HII Region;Región HIII;Norma;Escuadra
NGC7400;;;Quasar;Quasar;Equuleus;Caballito
NGC7401;;;Variable Star;Estrella variable;Pisces;Piscis
NGC7402;;;Planetary Nebula;Nebulosa planetaria;Camelopardalis;Jirafa
NGC7403;;;Supernova Remnant;Remanente de supernova;Aquarius;Acuario
NGC7404;;;White Dwarf;Enana blanca;Horologium;Reloj
NGC7405;;;Reflection Nebula;Nebula de reflexión;Gemini;Géminis
NGC7406;;;Galaxy Group;Grupo Galaxtico;Draco;Dragón
NGC7407;;;Supernova Remnant;Remanente de supernova;Camelopardalis;Jirafa
NGC7408;;;Elliptical Galaxy;Galaxia eliptica;Circinus;Compás
NGC7409;;;Quasar;Quasar;Vela;Velas
NGC741;;;Dark Nebula;Nebulosa oscura;Canis Minor;Can Menor
NGC7410;;;White Dwarf;Enana blanca;Dorado;Dorado
NGC7411;;;Irregular Galaxy;Galaxia irregular;Crater;Copa
NGC7412;;;Red Giant;Gigante roja;Aquila;Águila
NGC7413;;;Irregular Galaxy;Galaxia irregular;Canis Major;Can Mayor
NGC7414;;;White Dwarf;Enana blanca;Chamaeleon;Camaleón
NGC7415;;;Spiral Galaxy;Galaxia espiral;Horologium;Reloj
NGC7416;;;Star;Estrella;Hydra;Hidra
NGC7417;;;HII Region;Región HIII;Vulpecula;Zorrilla
NGC7418;;;Galaxy;Galaxia;Piscis Austrinus;Pez Austral
NGC7419;;;Variable Star;Estrella variable;Vulpecula;Zorrilla
NGC742;;;Planetary Nebula;Nebulosa planetaria;Lupus;Lobo
NGC7420;;;White Dwarf;Enana blanca;Ophiuchus;Ofiuco
NGC7421;;;Asterism;Asterismo;Aquila;Águila
NGC7422;;;Elliptical Galaxy;Galaxia eliptica;Corona Australis;Corona Austral
NGC7423;;;Variable Star;Estrella variable;Ursa Major;Osa Mayor
NGC7424;;;Dark Nebula;Nebulosa oscura;Reticulum;Retículo
NGC7425;;;Reflection Nebula;Nebula de reflexión;Eridanus;Erídano
NGC7426;;;Galaxy;Galaxia;Carina;Quilla
NGC7427;;;Galaxy;Galaxia;Octans;Octante
NGC7428;;;HII Region;Región HIII;Phoenix;Fénix
NGC7429;;;Supernova Remnant;Remanente de supernova;Piscis Austrinus;Pez Austral
NGC743;;;Galaxy Group;Grupo Galaxtico;Volans;Pez Volador
NGC7430;;;White Dwarf;Enana blanca;Lupus;Lobo
NGC7431;;;HII Region;Región HIII;Apus;Ave del Paraíso
NGC7432;;;White Dwarf;Enana blanca;Lyra;Lira
NGC7433;;;Quasar;Quasar;Scorpius;Escorpión
NGC7434;;;Asterism;Asterismo;Musca;Mosca
NGC7435;;;HII Region;Región HIII;Lynx;Lince
NGC7436;;;Emission Nebula;Nebula de emisión;Crater;Copa
NGC7437;;;Variable Star;Estrella variable;Sextans;Sextante
NGC7438;;;Irregular Galaxy;Galaxia irregular;Hydra;Hidra
NGC7439;;;Quasar;Quasar;Aries;Aries
NGC744;;;Dark Nebula;Nebulosa oscura;Scutum;Escudo
NGC7440;;;Irregular Galaxy;Galaxia irregular;Pavo;Pavo Real
NGC7441;;;Red Giant;Gigante roja;Coma Berenices;Cabellera de Berenice
NGC7442;;;Galaxy Group;Grupo Galaxtico;Ara;Altar
NGC7443;;;Variable Star;Estrella variable;Sculptor;Escultor
